|dates|Clarke_Georgia_UnitedStates.JHU_ConfirmedCases.data|Clarke_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Clarke_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Clarke_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Clarke_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Clarke_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|259.0|0|13.0|0|0.0|0
0|2020-05-28|259.0|0|13.0|0|0.0|0
0|2020-05-29|259.0|0|13.0|0|0.0|0
0|2020-05-30|259.0|0|13.0|0|0.0|0
