|dates|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Erie_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|209.0|0|4.0|0|0.0|0
0|2020-05-25|217.0|0|4.0|0|0.0|0
0|2020-05-26|217.0|0|4.0|0|0.0|0
