|dates|Guthrie_Iowa_UnitedStates.JHU_ConfirmedCases.data|Guthrie_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Guthrie_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Guthrie_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Guthrie_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Guthrie_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|37.0|0|2.0|0|0.0|0
0|2020-05-18|38.0|0|2.0|0|0.0|0
0|2020-05-19|40.0|0|3.0|0|0.0|0
0|2020-05-20|40.0|0|3.0|0|0.0|0
0|2020-05-21|42.0|0|3.0|0|0.0|0
0|2020-05-22|42.0|0|3.0|0|0.0|0
0|2020-05-23|42.0|0|3.0|0|0.0|0
