|dates|Campbell_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Campbell_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Campbell_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Campbell_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Campbell_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Campbell_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|17.0|0|1.0|0|0.0|0
0|2020-05-15|17.0|0|1.0|0|0.0|0
0|2020-05-16|17.0|0|1.0|0|0.0|0
