|dates|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|29.0|0|0.0|0|0.0|0
0|2020-05-18|30.0|0|0.0|0|0.0|0
0|2020-05-19|32.0|0|0.0|0|0.0|0
0|2020-05-20|32.0|0|0.0|0|0.0|0
0|2020-05-21|32.0|0|0.0|0|0.0|0
0|2020-05-22|32.0|0|0.0|0|0.0|0
0|2020-05-23|32.0|0|0.0|0|0.0|0
