|dates|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedCases.data|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedCases.missing|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|NewYorkCity_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|188545.0|0|20406.0|0|0.0|0
0|2020-05-15|190357.0|0|20476.0|0|0.0|0
0|2020-05-16|190357.0|0|20476.0|0|0.0|0
