|dates|Johnson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Johnson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1080.0|0|104.0|0|0.0|0
0|2020-05-25|1082.0|0|104.0|0|0.0|0
0|2020-05-26|1082.0|0|104.0|0|0.0|0
