|dates|Preston_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Preston_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Preston_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Preston_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Preston_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Preston_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|15.0|0|0.0|0|0.0|0
0|2020-05-18|15.0|0|0.0|0|0.0|0
0|2020-05-19|15.0|0|0.0|0|0.0|0
0|2020-05-20|15.0|0|0.0|0|0.0|0
0|2020-05-21|15.0|0|0.0|0|0.0|0
0|2020-05-22|15.0|0|0.0|0|0.0|0
0|2020-05-23|15.0|0|0.0|0|0.0|0
