|dates|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|61.0|0|10.0|0|0.0|0
0|2020-05-25|61.0|0|10.0|0|0.0|0
0|2020-05-26|61.0|0|10.0|0|0.0|0
