|dates|Potter_Texas_UnitedStates.JHU_ConfirmedCases.data|Potter_Texas_UnitedStates.JHU_ConfirmedCases.missing|Potter_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Potter_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Potter_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Potter_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2129.0|0|23.0|0|0.0|0
0|2020-05-18|2129.0|0|23.0|0|0.0|0
0|2020-05-19|2145.0|0|23.0|0|0.0|0
0|2020-05-20|2193.0|0|24.0|0|0.0|0
0|2020-05-21|2196.0|0|24.0|0|0.0|0
0|2020-05-22|2196.0|0|24.0|0|0.0|0
0|2020-05-23|2196.0|0|24.0|0|0.0|0
