|dates|Walker_Georgia_UnitedStates.JHU_ConfirmedCases.data|Walker_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Walker_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Walker_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Walker_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Walker_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|94.0|0|0.0|0|0.0|0
0|2020-05-25|96.0|0|0.0|0|0.0|0
0|2020-05-26|96.0|0|0.0|0|0.0|0
