|dates|Pulaski_Virginia_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|10.0|0|0.0|0|0.0|0
0|2020-05-25|11.0|0|0.0|0|0.0|0
0|2020-05-26|11.0|0|0.0|0|0.0|0
