|dates|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|808.0|0|30.0|0|0.0|0
0|2020-05-28|808.0|0|30.0|0|0.0|0
0|2020-05-29|808.0|0|30.0|0|0.0|0
0|2020-05-30|808.0|0|30.0|0|0.0|0
