|dates|Westchester_NewYork_UnitedStates.JHU_ConfirmedCases.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Westchester_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Westchester_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Westchester_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33186.0|0|1352.0|0|0.0|0
0|2020-05-28|33186.0|0|1352.0|0|0.0|0
0|2020-05-29|33186.0|0|1352.0|0|0.0|0
0|2020-05-30|33186.0|0|1352.0|0|0.0|0
