|dates|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedCases.data|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Shenandoah_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|303.0|0|11.0|0|0.0|0
0|2020-05-18|319.0|0|12.0|0|0.0|0
0|2020-05-19|329.0|0|12.0|0|0.0|0
0|2020-05-20|345.0|0|12.0|0|0.0|0
0|2020-05-21|355.0|0|12.0|0|0.0|0
0|2020-05-22|358.0|0|12.0|0|0.0|0
0|2020-05-23|358.0|0|12.0|0|0.0|0
