|dates|DeKalb_Georgia_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2802.0|0|82.0|0|0.0|0
0|2020-05-18|2856.0|0|86.0|0|0.0|0
0|2020-05-19|2918.0|0|87.0|0|0.0|0
0|2020-05-20|2979.0|0|88.0|0|0.0|0
0|2020-05-21|3038.0|0|96.0|0|0.0|0
0|2020-05-22|3080.0|0|100.0|0|0.0|0
0|2020-05-23|3080.0|0|100.0|0|0.0|0
