|dates|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|646.0|0|56.0|0|0.0|0
0|2020-05-18|655.0|0|56.0|0|0.0|0
0|2020-05-19|657.0|0|57.0|0|0.0|0
0|2020-05-20|669.0|0|58.0|0|0.0|0
0|2020-05-21|679.0|0|59.0|0|0.0|0
0|2020-05-22|684.0|0|60.0|0|0.0|0
0|2020-05-23|684.0|0|60.0|0|0.0|0
