|dates|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Atlantic_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1758.0|0|112.0|0|0.0|0
0|2020-05-18|1807.0|0|112.0|0|0.0|0
0|2020-05-19|1838.0|0|121.0|0|0.0|0
0|2020-05-20|1875.0|0|126.0|0|0.0|0
0|2020-05-21|1895.0|0|128.0|0|0.0|0
0|2020-05-22|1919.0|0|130.0|0|0.0|0
0|2020-05-23|1919.0|0|130.0|0|0.0|0
