|dates|Cumberland_Maine_UnitedStates.JHU_ConfirmedCases.data|Cumberland_Maine_UnitedStates.JHU_ConfirmedCases.missing|Cumberland_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Cumberland_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Cumberland_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Cumberland_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1065.0|0|43.0|0|0.0|0
0|2020-05-28|1065.0|0|43.0|0|0.0|0
0|2020-05-29|1065.0|0|43.0|0|0.0|0
0|2020-05-30|1065.0|0|43.0|0|0.0|0
