|dates|Jasper_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jasper_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|111.0|0|3.0|0|0.0|0
0|2020-05-18|114.0|0|3.0|0|0.0|0
0|2020-05-19|116.0|0|3.0|0|0.0|0
0|2020-05-20|123.0|0|3.0|0|0.0|0
0|2020-05-21|126.0|0|3.0|0|0.0|0
0|2020-05-22|131.0|0|3.0|0|0.0|0
0|2020-05-23|131.0|0|3.0|0|0.0|0
