|dates|Douglas_Washington_UnitedStates.JHU_ConfirmedCases.data|Douglas_Washington_UnitedStates.JHU_ConfirmedCases.missing|Douglas_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Douglas_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Douglas_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Douglas_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|162.0|0|3.0|0|0.0|0
0|2020-05-28|162.0|0|3.0|0|0.0|0
0|2020-05-29|162.0|0|3.0|0|0.0|0
0|2020-05-30|162.0|0|3.0|0|0.0|0
