|dates|Marion_Oregon_UnitedStates.JHU_ConfirmedCases.data|Marion_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Marion_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|827.0|0|23.0|0|0.0|0
0|2020-05-18|843.0|0|24.0|0|0.0|0
0|2020-05-19|855.0|0|24.0|0|0.0|0
0|2020-05-20|879.0|0|24.0|0|0.0|0
0|2020-05-21|882.0|0|24.0|0|0.0|0
0|2020-05-22|890.0|0|25.0|0|0.0|0
0|2020-05-23|890.0|0|25.0|0|0.0|0
