|dates|Towns_Georgia_UnitedStates.JHU_ConfirmedCases.data|Towns_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Towns_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Towns_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Towns_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Towns_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|21.0|0|1.0|0|0.0|0
0|2020-05-18|21.0|0|1.0|0|0.0|0
0|2020-05-19|21.0|0|1.0|0|0.0|0
0|2020-05-20|21.0|0|1.0|0|0.0|0
0|2020-05-21|22.0|0|1.0|0|0.0|0
0|2020-05-22|22.0|0|1.0|0|0.0|0
0|2020-05-23|22.0|0|1.0|0|0.0|0
