|dates|Newton_Georgia_UnitedStates.JHU_ConfirmedCases.data|Newton_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Newton_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Newton_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Newton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Newton_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|341.0|0|11.0|0|0.0|0
0|2020-05-28|341.0|0|11.0|0|0.0|0
0|2020-05-29|341.0|0|11.0|0|0.0|0
0|2020-05-30|341.0|0|11.0|0|0.0|0
