|dates|Yakutat_Alaska_UnitedStates.JHU_ConfirmedCases.data|Yakutat_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Yakutat_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Yakutat_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Yakutat_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Yakutat_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|0.0|0|0.0|0|0.0|0
0|2020-05-25|0.0|0|0.0|0|0.0|0
0|2020-05-26|0.0|0|0.0|0|0.0|0
