|dates|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|208.0|0|15.0|0|0.0|0
0|2020-05-28|208.0|0|15.0|0|0.0|0
0|2020-05-29|208.0|0|15.0|0|0.0|0
0|2020-05-30|208.0|0|15.0|0|0.0|0
