|dates|Stephens_Georgia_UnitedStates.JHU_ConfirmedCases.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Stephens_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Stephens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Stephens_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|107.0|0|2.0|0|0.0|0
0|2020-05-18|113.0|0|2.0|0|0.0|0
0|2020-05-19|114.0|0|2.0|0|0.0|0
0|2020-05-20|117.0|0|2.0|0|0.0|0
0|2020-05-21|121.0|0|2.0|0|0.0|0
0|2020-05-22|122.0|0|2.0|0|0.0|0
0|2020-05-23|122.0|0|2.0|0|0.0|0
