|dates|Lawrence_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|99.0|0|1.0|0|0.0|0
0|2020-05-28|99.0|0|1.0|0|0.0|0
0|2020-05-29|99.0|0|1.0|0|0.0|0
0|2020-05-30|99.0|0|1.0|0|0.0|0
