|dates|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Sarpy_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|503.0|0|2.0|0|0.0|0
0|2020-05-28|503.0|0|2.0|0|0.0|0
0|2020-05-29|503.0|0|2.0|0|0.0|0
0|2020-05-30|503.0|0|2.0|0|0.0|0
