|dates|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|46.0|0|0.0|0|0.0|0
0|2020-05-15|48.0|0|0.0|0|0.0|0
0|2020-05-16|48.0|0|0.0|0|0.0|0
