|dates|Hays_Texas_UnitedStates.JHU_ConfirmedCases.data|Hays_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|279.0|0|3.0|0|0.0|0
0|2020-05-28|279.0|0|3.0|0|0.0|0
0|2020-05-29|279.0|0|3.0|0|0.0|0
0|2020-05-30|279.0|0|3.0|0|0.0|0
