|dates|Carlton_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Carlton_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Carlton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Carlton_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Carlton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Carlton_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|66.0|0|0.0|0|0.0|0
0|2020-05-15|66.0|0|0.0|0|0.0|0
0|2020-05-16|66.0|0|0.0|0|0.0|0
