|dates|Harrison_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Harrison_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|215.0|0|6.0|0|0.0|0
0|2020-05-18|216.0|0|6.0|0|0.0|0
0|2020-05-19|218.0|0|6.0|0|0.0|0
0|2020-05-20|220.0|0|6.0|0|0.0|0
0|2020-05-21|224.0|0|6.0|0|0.0|0
0|2020-05-22|230.0|0|6.0|0|0.0|0
0|2020-05-23|230.0|0|6.0|0|0.0|0
