|dates|Fayette_Georgia_UnitedStates.JHU_ConfirmedCases.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Fayette_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Fayette_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Fayette_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|207.0|0|11.0|0|0.0|0
0|2020-05-18|210.0|0|11.0|0|0.0|0
0|2020-05-19|212.0|0|11.0|0|0.0|0
0|2020-05-20|215.0|0|11.0|0|0.0|0
0|2020-05-21|212.0|0|11.0|0|0.0|0
0|2020-05-22|215.0|0|11.0|0|0.0|0
0|2020-05-23|215.0|0|11.0|0|0.0|0
