|dates|Stevens_Kansas_UnitedStates.JHU_ConfirmedCases.data|Stevens_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Stevens_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Stevens_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Stevens_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Stevens_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|27.0|0|0.0|0|0.0|0
0|2020-05-28|27.0|0|0.0|0|0.0|0
0|2020-05-29|27.0|0|0.0|0|0.0|0
0|2020-05-30|27.0|0|0.0|0|0.0|0
