|dates|Somerset_Maryland_UnitedStates.JHU_ConfirmedCases.data|Somerset_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Somerset_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Somerset_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Somerset_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Somerset_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|57.0|0|0.0|0|0.0|0
0|2020-05-18|61.0|0|0.0|0|0.0|0
0|2020-05-19|62.0|0|1.0|0|0.0|0
0|2020-05-20|64.0|0|1.0|0|0.0|0
0|2020-05-21|71.0|0|1.0|0|0.0|0
0|2020-05-22|71.0|0|1.0|0|0.0|0
0|2020-05-23|71.0|0|1.0|0|0.0|0
