|dates|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedCases.data|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedCases.missing|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|ManassasPark_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|280.0|0|6.0|0|0.0|0
0|2020-05-28|280.0|0|6.0|0|0.0|0
0|2020-05-29|280.0|0|6.0|0|0.0|0
0|2020-05-30|280.0|0|6.0|0|0.0|0
