|dates|Washington_Maryland_UnitedStates.JHU_ConfirmedCases.data|Washington_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Washington_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|418.0|0|12.0|0|0.0|0
0|2020-05-28|418.0|0|12.0|0|0.0|0
0|2020-05-29|418.0|0|12.0|0|0.0|0
0|2020-05-30|418.0|0|12.0|0|0.0|0
