|dates|Hudspeth_Texas_UnitedStates.JHU_ConfirmedCases.data|Hudspeth_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hudspeth_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hudspeth_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hudspeth_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hudspeth_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|33912.0|0|925.0|0|0.0|0
0|2020-05-25|33912.0|0|925.0|0|0.0|0
0|2020-05-26|33912.0|0|925.0|0|0.0|0
