|dates|Plymouth_Iowa_UnitedStates.JHU_ConfirmedCases.data|Plymouth_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Plymouth_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Plymouth_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Plymouth_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Plymouth_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|74.0|0|0.0|0|0.0|0
0|2020-05-15|78.0|0|0.0|0|0.0|0
0|2020-05-16|78.0|0|0.0|0|0.0|0
