|dates|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Cheatham_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|114.0|0|0.0|0|0.0|0
0|2020-05-28|114.0|0|0.0|0|0.0|0
0|2020-05-29|114.0|0|0.0|0|0.0|0
0|2020-05-30|114.0|0|0.0|0|0.0|0
