|dates|Washington_Missouri_UnitedStates.JHU_ConfirmedCases.data|Washington_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Washington_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10.0|0|1.0|0|0.0|0
0|2020-05-28|10.0|0|1.0|0|0.0|0
0|2020-05-29|10.0|0|1.0|0|0.0|0
0|2020-05-30|10.0|0|1.0|0|0.0|0
