|dates|Calloway_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Calloway_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Calloway_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Calloway_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Calloway_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Calloway_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|49.0|0|1.0|0|0.0|0
0|2020-05-25|49.0|0|1.0|0|0.0|0
0|2020-05-26|49.0|0|1.0|0|0.0|0
