|dates|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Spartanburg_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|529.0|0|19.0|0|0.0|0
0|2020-05-28|529.0|0|19.0|0|0.0|0
0|2020-05-29|529.0|0|19.0|0|0.0|0
0|2020-05-30|529.0|0|19.0|0|0.0|0
