|dates|Union_Illinois_UnitedStates.JHU_ConfirmedCases.data|Union_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Union_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Union_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|139.0|0|5.0|0|0.0|0
0|2020-05-25|141.0|0|7.0|0|0.0|0
0|2020-05-26|141.0|0|7.0|0|0.0|0
