|dates|McKinley_NewMexico_UnitedStates.JHU_ConfirmedCases.data|McKinley_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|McKinley_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|McKinley_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|McKinley_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|McKinley_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1888.0|0|76.0|0|0.0|0
0|2020-05-18|1953.0|0|78.0|0|0.0|0
0|2020-05-19|1987.0|0|79.0|0|0.0|0
0|2020-05-20|2034.0|0|82.0|0|0.0|0
0|2020-05-21|2044.0|0|86.0|0|0.0|0
0|2020-05-22|2086.0|0|87.0|0|0.0|0
0|2020-05-23|2086.0|0|87.0|0|0.0|0
