|dates|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Sequoyah_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|14.0|0|3.0|0|0.0|0
0|2020-05-28|14.0|0|3.0|0|0.0|0
0|2020-05-29|14.0|0|3.0|0|0.0|0
0|2020-05-30|14.0|0|3.0|0|0.0|0
