|dates|Randolph_Georgia_UnitedStates.JHU_ConfirmedCases.data|Randolph_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Randolph_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Randolph_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Randolph_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Randolph_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|169.0|0|21.0|0|0.0|0
0|2020-05-18|169.0|0|21.0|0|0.0|0
0|2020-05-19|169.0|0|21.0|0|0.0|0
0|2020-05-20|170.0|0|21.0|0|0.0|0
0|2020-05-21|170.0|0|20.0|0|0.0|0
0|2020-05-22|170.0|0|19.0|0|0.0|0
0|2020-05-23|170.0|0|19.0|0|0.0|0
