|dates|Siskiyou_California_UnitedStates.JHU_ConfirmedCases.data|Siskiyou_California_UnitedStates.JHU_ConfirmedCases.missing|Siskiyou_California_UnitedStates.JHU_ConfirmedDeaths.data|Siskiyou_California_UnitedStates.JHU_ConfirmedDeaths.missing|Siskiyou_California_UnitedStates.JHU_ConfirmedRecoveries.data|Siskiyou_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|1.0|0|0.0|0
0|2020-05-25|6.0|0|1.0|0|0.0|0
0|2020-05-26|6.0|0|1.0|0|0.0|0
