|dates|Suffolk_NewYork_UnitedStates.JHU_ConfirmedCases.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|37544.0|0|1697.0|0|0.0|0
0|2020-05-15|37719.0|0|1709.0|0|0.0|0
0|2020-05-16|37719.0|0|1709.0|0|0.0|0
