|dates|Maricopa_Arizona_UnitedStates.JHU_ConfirmedCases.data|Maricopa_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Maricopa_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Maricopa_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Maricopa_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Maricopa_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7240.0|0|319.0|0|0.0|0
0|2020-05-18|7340.0|0|324.0|0|0.0|0
0|2020-05-19|7482.0|0|339.0|0|0.0|0
0|2020-05-20|7644.0|0|357.0|0|0.0|0
0|2020-05-21|7835.0|0|361.0|0|0.0|0
0|2020-05-22|7950.0|0|368.0|0|0.0|0
0|2020-05-23|7950.0|0|368.0|0|0.0|0
