|dates|Webster_Iowa_UnitedStates.JHU_ConfirmedCases.data|Webster_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Webster_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Webster_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Webster_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Webster_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|13.0|0|1.0|0|0.0|0
0|2020-05-18|13.0|0|1.0|0|0.0|0
0|2020-05-19|13.0|0|1.0|0|0.0|0
0|2020-05-20|19.0|0|1.0|0|0.0|0
0|2020-05-21|20.0|0|1.0|0|0.0|0
0|2020-05-22|25.0|0|1.0|0|0.0|0
0|2020-05-23|25.0|0|1.0|0|0.0|0
