|dates|Henry_Illinois_UnitedStates.JHU_ConfirmedCases.data|Henry_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Henry_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Henry_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Henry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Henry_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|64.0|0|0.0|0|0.0|0
0|2020-05-18|65.0|0|0.0|0|0.0|0
0|2020-05-19|65.0|0|0.0|0|0.0|0
0|2020-05-20|64.0|0|0.0|0|0.0|0
0|2020-05-21|65.0|0|0.0|0|0.0|0
0|2020-05-22|65.0|0|0.0|0|0.0|0
0|2020-05-23|65.0|0|0.0|0|0.0|0
