|dates|Jackson_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jackson_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|280.0|0|13.0|0|0.0|0
0|2020-05-15|283.0|0|13.0|0|0.0|0
0|2020-05-16|283.0|0|13.0|0|0.0|0
