|dates|Pope_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Pope_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Pope_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Pope_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Pope_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Pope_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|113.0|0|1.0|0|0.0|0
0|2020-05-25|119.0|0|1.0|0|0.0|0
0|2020-05-26|119.0|0|1.0|0|0.0|0
