|dates|Sevier_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Sevier_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Sevier_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Sevier_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Sevier_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Sevier_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|75.0|0|2.0|0|0.0|0
0|2020-05-28|75.0|0|2.0|0|0.0|0
0|2020-05-29|75.0|0|2.0|0|0.0|0
0|2020-05-30|75.0|0|2.0|0|0.0|0
