|dates|Monroe_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Monroe_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Monroe_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1254.0|0|70.0|0|0.0|0
0|2020-05-18|1259.0|0|88.0|0|0.0|0
0|2020-05-19|1267.0|0|89.0|0|0.0|0
0|2020-05-20|1278.0|0|93.0|0|0.0|0
0|2020-05-21|1291.0|0|95.0|0|0.0|0
0|2020-05-22|1295.0|0|97.0|0|0.0|0
0|2020-05-23|1295.0|0|97.0|0|0.0|0
