|dates|Boyle_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boyle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boyle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|20.0|0|0.0|0|0.0|0
0|2020-05-25|20.0|0|0.0|0|0.0|0
0|2020-05-26|20.0|0|0.0|0|0.0|0
