|dates|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedCases.data|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Charlottesville_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|97.0|0|3.0|0|0.0|0
0|2020-05-28|97.0|0|3.0|0|0.0|0
0|2020-05-29|97.0|0|3.0|0|0.0|0
0|2020-05-30|97.0|0|3.0|0|0.0|0
