|dates|Suffolk_NewYork_UnitedStates.JHU_ConfirmedCases.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Suffolk_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Suffolk_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Suffolk_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|38117.0|0|1748.0|0|0.0|0
0|2020-05-18|38224.0|0|1754.0|0|0.0|0
0|2020-05-19|38327.0|0|1772.0|0|0.0|0
0|2020-05-20|38411.0|0|1791.0|0|0.0|0
0|2020-05-21|38553.0|0|1802.0|0|0.0|0
0|2020-05-22|38672.0|0|1814.0|0|0.0|0
0|2020-05-23|38672.0|0|1814.0|0|0.0|0
