|dates|Camp_Texas_UnitedStates.JHU_ConfirmedCases.data|Camp_Texas_UnitedStates.JHU_ConfirmedCases.missing|Camp_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Camp_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Camp_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Camp_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|42.0|0|0.0|0|0.0|0
0|2020-05-25|44.0|0|0.0|0|0.0|0
0|2020-05-26|44.0|0|0.0|0|0.0|0
