|dates|Stone_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Stone_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Stone_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Stone_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Stone_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Stone_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|24.0|0|0.0|0|0.0|0
0|2020-05-18|24.0|0|0.0|0|0.0|0
0|2020-05-19|24.0|0|0.0|0|0.0|0
0|2020-05-20|26.0|0|0.0|0|0.0|0
0|2020-05-21|25.0|0|0.0|0|0.0|0
0|2020-05-22|27.0|0|0.0|0|0.0|0
0|2020-05-23|27.0|0|0.0|0|0.0|0
