|dates|Clallam_Washington_UnitedStates.JHU_ConfirmedCases.data|Clallam_Washington_UnitedStates.JHU_ConfirmedCases.missing|Clallam_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Clallam_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Clallam_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Clallam_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|21.0|0|0.0|0|0.0|0
0|2020-05-18|21.0|0|0.0|0|0.0|0
0|2020-05-19|21.0|0|0.0|0|0.0|0
0|2020-05-20|25.0|0|0.0|0|0.0|0
0|2020-05-21|25.0|0|0.0|0|0.0|0
0|2020-05-22|25.0|0|0.0|0|0.0|0
0|2020-05-23|25.0|0|0.0|0|0.0|0
