|dates|Boyle_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boyle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boyle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boyle_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|23.0|0|0.0|0|0.0|0
0|2020-05-28|23.0|0|0.0|0|0.0|0
0|2020-05-29|23.0|0|0.0|0|0.0|0
0|2020-05-30|23.0|0|0.0|0|0.0|0
